lat,lon,timestamp,signal_strength,user_type,bus_lat,bus_lon,bus_id
46.559123783426195,15.65564418072891,1700000000,83.08984441253274,on_bus,46.55936,15.655991,0
46.55983174083229,15.656093340544139,1700000000,73.62016309171098,on_bus,46.55936,15.655991,0
46.55930683776781,15.656234284785002,1700000000,94.92021228130497,on_bus,46.55936,15.655991,0
46.55954361938202,15.656297902294874,1700000000,62.64509205835823,on_bus,46.55936,15.655991,0
46.55860058647413,15.655875828760587,1700000000,89.23506769788077,on_bus,46.55936,15.655991,0
46.55945493739695,15.655995670843383,1700000000,62.559073905785255,on_bus,46.55936,15.655991,0
46.55970260993232,15.656159332721591,1700000000,96.0256235589315,on_bus,46.55936,15.655991,0
46.55935779157123,15.655636476240499,1700000000,73.7862562573912,on_bus,46.55936,15.655991,0
46.559668030901044,15.65610601938016,1700000000,72.25089518037146,on_bus,46.55936,15.655991,0
46.55948671392494,15.655414655321396,1700000000,64.89300517595736,on_bus,46.55936,15.655991,0
46.559978841497724,15.65600735299411,1700000000,70.68770381948849,on_bus,46.55936,15.655991,0
46.55894529344503,15.655627577245701,1700000000,84.29175549835134,on_bus,46.55936,15.655991,0
46.559695768220266,15.655952305990441,1700000000,60.36270328136036,on_bus,46.55936,15.655991,0
46.558780771363665,15.65607946593739,1700000000,84.84537243547172,on_bus,46.55936,15.655991,0
46.55979677295112,15.655366985466369,1700000000,89.33869377376544,on_bus,46.55936,15.655991,0
46.55934867823684,15.65655125164244,1700000000,95.53563155440634,on_bus,46.55936,15.655991,0
46.55926629617501,15.655612594344758,1700000000,63.43053789855047,on_bus,46.55936,15.655991,0
46.55910414687479,15.655443278211127,1700000000,75.05512875335421,on_bus,46.55936,15.655991,0
46.559890550874314,15.655757672491404,1700000000,97.18044686521708,on_bus,46.55936,15.655991,0
46.55879766890761,15.656227836019816,1700000000,80.24941462082317,on_bus,46.55936,15.655991,0
46.5592053259067,15.655830455039109,1700000000,93.16370858868751,on_bus,46.55936,15.655991,0
46.55917636863116,15.655736036583102,1700000000,90.95661692752037,on_bus,46.55936,15.655991,0
46.559084498923575,15.656339491879361,1700000000,84.82585440970468,on_bus,46.55936,15.655991,0
46.55867002890125,15.655961205605449,1700000000,83.98917811596849,on_bus,46.55936,15.655991,0
46.55911026614269,15.65612919469303,1700000000,60.47319808510106,on_bus,46.55936,15.655991,0
