user_id,route,lat,lon,timestamp,signal_strength,accuracy_meters,user_type,bus_lat,bus_lon
1100,G2,46.559564,15.656006,1769013698,68.48,20.00,on_bus,46.559548,15.656007
1101,G2,46.559499,15.656065,1769013698,77.03,10.00,on_bus,46.559548,15.656007
2100,G2,46.558115,15.649145,1769013698,54.35,35.00,waiting_at_station,46.559548,15.656007
1100,G2,46.559571,15.656231,1769013698,88.90,10.00,on_bus,46.559510,15.656004
1101,G2,46.559531,15.656024,1769013698,73.20,20.00,on_bus,46.559510,15.656004
1102,G2,46.559340,15.655996,1769013698,60.29,20.00,on_bus,46.559510,15.656004
1103,G2,46.559505,15.655977,1769013698,72.83,20.00,on_bus,46.559510,15.656004
1104,G2,46.559532,15.656076,1769013698,70.09,20.00,on_bus,46.559510,15.656004
1105,G2,46.559544,15.656004,1769013698,69.50,20.00,on_bus,46.559510,15.656004
2500,G2,46.540789,15.640121,1769013698,74.58,20.00,waiting_at_station,46.559510,15.656004
2700,G2,46.557957,15.651088,1769013698,65.03,20.00,waiting_at_station,46.559510,15.656004
2701,G2,46.557824,15.651444,1769013698,60.61,20.00,waiting_at_station,46.559510,15.656004
2800,G2,46.558412,15.655558,1769013698,73.65,20.00,waiting_at_station,46.559510,15.656004
2801,G2,46.558493,15.655335,1769013698,77.10,10.00,waiting_at_station,46.559510,15.656004
2802,G2,46.557885,15.655147,1769013698,62.19,20.00,waiting_at_station,46.559510,15.656004
1100,G2,46.559578,15.656275,1769013698,42.68,50.00,on_bus,46.559473,15.656001
1101,G2,46.559471,15.656002,1769013698,75.76,10.00,on_bus,46.559473,15.656001
2000,G2,46.559198,15.655759,1769013698,93.09,5.00,waiting_at_station,46.559473,15.656001
2200,G2,46.551209,15.646085,1769013698,73.42,20.00,waiting_at_station,46.559473,15.656001
2400,G2,46.534720,15.635874,1769013698,71.66,20.00,waiting_at_station,46.559473,15.656001
2401,G2,46.534561,15.635580,1769013698,79.24,10.00,waiting_at_station,46.559473,15.656001
2402,G2,46.534701,15.635616,1769013698,51.69,35.00,waiting_at_station,46.559473,15.656001
1100,G2,46.559651,15.655746,1769013698,83.43,10.00,on_bus,46.559435,15.655997
1101,G2,46.559361,15.655961,1769013698,85.21,10.00,on_bus,46.559435,15.655997
1102,G2,46.559420,15.656007,1769013698,67.42,20.00,on_bus,46.559435,15.655997
1103,G2,46.559484,15.656139,1769013698,70.85,20.00,on_bus,46.559435,15.655997
2200,G2,46.551491,15.646445,1769013698,87.15,10.00,waiting_at_station,46.559435,15.655997
2201,G2,46.551113,15.646667,1769013698,58.17,35.00,waiting_at_station,46.559435,15.655997
2300,G2,46.543030,15.640942,1769013698,69.88,20.00,waiting_at_station,46.559435,15.655997
2800,G2,46.558456,15.655622,1769013698,81.06,10.00,waiting_at_station,46.559435,15.655997
2801,G2,46.558406,15.655345,1769013698,70.02,20.00,waiting_at_station,46.559435,15.655997
1100,G2,46.559432,15.656248,1769013699,97.16,5.00,on_bus,46.559398,15.655994
1101,G2,46.559396,15.655883,1769013699,91.53,5.00,on_bus,46.559398,15.655994
2100,G2,46.558206,15.649468,1769013699,98.46,5.00,waiting_at_station,46.559398,15.655994
2101,G2,46.557624,15.649103,1769013699,83.39,10.00,waiting_at_station,46.559398,15.655994
2102,G2,46.558274,15.649131,1769013699,68.99,20.00,waiting_at_station,46.559398,15.655994
2400,G2,46.535453,15.635566,1769013699,70.31,20.00,waiting_at_station,46.559398,15.655994
2401,G2,46.534965,15.635339,1769013699,60.47,20.00,waiting_at_station,46.559398,15.655994
2402,G2,46.534751,15.635903,1769013699,61.83,20.00,waiting_at_station,46.559398,15.655994
2600,G2,46.549745,15.645680,1769013699,74.92,20.00,waiting_at_station,46.559398,15.655994
2601,G2,46.549773,15.645932,1769013699,89.71,10.00,waiting_at_station,46.559398,15.655994
2602,G2,46.549796,15.645823,1769013699,84.68,10.00,waiting_at_station,46.559398,15.655994
1200,G2,46.559286,15.655928,1769013699,65.01,20.00,on_bus,46.559360,15.655991
1201,G2,46.559415,15.656161,1769013699,97.72,5.00,on_bus,46.559360,15.655991
2700,G2,46.558040,15.651323,1769013699,62.66,20.00,waiting_at_station,46.559360,15.655991
2701,G2,46.558166,15.650704,1769013699,68.61,20.00,waiting_at_station,46.559360,15.655991
1200,G2,46.559272,15.655883,1769013699,66.90,20.00,on_bus,46.559299,15.655968
1201,G2,46.559277,15.655925,1769013699,89.13,10.00,on_bus,46.559299,15.655968
1202,G2,46.559276,15.656000,1769013699,78.86,10.00,on_bus,46.559299,15.655968
1203,G2,46.559320,15.655978,1769013699,71.17,20.00,on_bus,46.559299,15.655968
