user_id,route,lat,lon,timestamp,signal_strength,accuracy_meters,user_type,bus_lat,bus_lon
1100,G1,46.559274,15.656454,1768974708,67.21,20.00,on_bus,46.559548,15.656007
1101,G1,46.559747,15.656309,1768974708,77.19,10.00,on_bus,46.559548,15.656007
1102,G1,46.559512,15.656283,1768974708,100.00,5.00,on_bus,46.559548,15.656007
1103,G1,46.559694,15.655591,1768974708,70.78,20.00,on_bus,46.559548,15.656007
1104,G1,46.559656,15.655835,1768974708,78.32,10.00,on_bus,46.559548,15.656007
1105,G1,46.559529,15.655884,1768974708,94.11,5.00,on_bus,46.559548,15.656007
1106,G1,46.559225,15.656739,1768974708,88.40,10.00,on_bus,46.559548,15.656007
1107,G1,46.559453,15.656208,1768974708,43.70,50.00,on_bus,46.559548,15.656007
3100,G1,46.558787,15.654767,1768974708,49.12,35.00,pedestrian,46.559548,15.656007
2000,G1,46.559526,15.655862,1768974708,67.71,20.00,waiting_at_station,46.559548,15.656007
2001,G1,46.559609,15.655891,1768974708,80.87,10.00,waiting_at_station,46.559548,15.656007
2100,G1,46.552683,15.650411,1768974708,90.01,5.00,waiting_at_station,46.559548,15.656007
2200,G1,46.540063,15.649878,1768974708,93.09,5.00,waiting_at_station,46.559548,15.656007
2201,G1,46.540271,15.649943,1768974708,77.98,10.00,waiting_at_station,46.559548,15.656007
2202,G1,46.539918,15.649627,1768974708,67.53,20.00,waiting_at_station,46.559548,15.656007
2400,G1,46.527137,15.684783,1768974708,86.43,10.00,waiting_at_station,46.559548,15.656007
2401,G1,46.527405,15.684282,1768974708,81.43,10.00,waiting_at_station,46.559548,15.656007
2600,G1,46.539949,15.648281,1768974708,76.98,10.00,waiting_at_station,46.559548,15.656007
2601,G1,46.539892,15.648029,1768974708,63.51,20.00,waiting_at_station,46.559548,15.656007
1100,G1,46.559354,15.656163,1768974709,90.04,5.00,on_bus,46.559510,15.656004
1101,G1,46.558880,15.656129,1768974709,57.59,35.00,on_bus,46.559510,15.656004
1102,G1,46.559766,15.655891,1768974709,90.68,5.00,on_bus,46.559510,15.656004
2200,G1,46.539981,15.649633,1768974709,80.03,10.00,waiting_at_station,46.559510,15.656004
2201,G1,46.540084,15.649726,1768974709,91.38,5.00,waiting_at_station,46.559510,15.656004
2202,G1,46.540044,15.649481,1768974709,77.35,10.00,waiting_at_station,46.559510,15.656004
2203,G1,46.539985,15.649901,1768974709,77.69,10.00,waiting_at_station,46.559510,15.656004
2500,G1,46.531125,15.669927,1768974709,67.00,20.00,waiting_at_station,46.559510,15.656004
2600,G1,46.539880,15.648086,1768974709,96.18,5.00,waiting_at_station,46.559510,15.656004
2601,G1,46.539703,15.648106,1768974709,62.91,20.00,waiting_at_station,46.559510,15.656004
2602,G1,46.539896,15.648258,1768974709,53.35,35.00,waiting_at_station,46.559510,15.656004
2800,G1,46.558426,15.655751,1768974709,53.30,35.00,waiting_at_station,46.559510,15.656004
2801,G1,46.558666,15.655909,1768974709,66.80,20.00,waiting_at_station,46.559510,15.656004
1100,G1,46.559509,15.655927,1768974710,93.03,5.00,on_bus,46.559473,15.656001
1101,G1,46.559214,15.655914,1768974710,97.20,5.00,on_bus,46.559473,15.656001
1102,G1,46.559722,15.656074,1768974710,100.00,5.00,on_bus,46.559473,15.656001
