user_id,route,lat,lon,timestamp,signal_strength,accuracy_meters,user_type,bus_lat,bus_lon,bus_id
1000,G1,46.55936246441104,15.656034207004108,1700000000,58.67407660705689,26.530369357177243,on_bus,46.55936,15.655991,0
1001,G1,46.5590758949576,15.656093064272849,1700000000,73.83434341891625,20.466262632433498,on_bus,46.55936,15.655991,0
1002,G1,46.55943514251687,15.656658581362963,1700000000,63.10654120791145,24.757383516835418,on_bus,46.55936,15.655991,0
1003,G1,46.55957060057688,15.655769636658889,1700000000,82.89244967034129,16.843020131863483,on_bus,46.55936,15.655991,0
1004,G1,46.559348724779205,15.655891203244122,1700000000,79.85939966151297,18.056240135394813,on_bus,46.55936,15.655991,0
1005,G1,46.559166948985805,15.655179088119535,1700000000,83.1098003371892,16.75607986512432,on_bus,46.55936,15.655991,0
1006,G1,46.55985052898386,15.655972047468659,1700000000,61.9028823620867,25.23884705516532,on_bus,46.55936,15.655991,0
1007,G1,46.55922725866446,15.6557560787571,1700000000,63.6875015075786,24.524999396968557,on_bus,46.55936,15.655991,0
1008,G1,46.559383814783594,15.655766982662087,1700000000,95.3207336361152,11.87170654555392,on_bus,46.55936,15.655991,0
1009,G1,46.559376898296584,15.655977647399654,1700000000,66.88138429261251,23.247446282954996,on_bus,46.55936,15.655991,0
1100,G1,46.539848462340885,15.646781552211213,1700000000,81.80712225093549,17.277151099625804,on_bus,46.539747,15.647466,1
1101,G1,46.53958386350986,15.647056976548654,1700000000,56.07300277612479,27.570798889550083,on_bus,46.539747,15.647466,1
1102,G1,46.53951778324396,15.648380154496401,1700000000,80.912061695197,17.635175321921203,on_bus,46.539747,15.647466,1
1103,G1,46.53979832205848,15.647749874928861,1700000000,86.76549131164717,15.293803475341129,on_bus,46.539747,15.647466,1
1200,G1,46.52836414792854,15.680329293031917,1700000000,79.72163830715157,18.11134467713937,on_bus,46.528282,15.680232,2
1201,G1,46.52806553616749,15.679476671455582,1700000000,57.27648956813873,27.08940417274451,on_bus,46.528282,15.680232,2
1202,G1,46.527895406093926,15.68086525984197,1700000000,54.0862808707259,28.36548765170964,on_bus,46.528282,15.680232,2
1203,G1,46.52807425791021,15.679484739403055,1700000000,81.3606034085508,17.45575863657968,on_bus,46.528282,15.680232,2
1204,G1,46.52794680724248,15.680237278895838,1700000000,79.94932273878732,18.020270904485074,on_bus,46.528282,15.680232,2
1205,G1,46.528443216452416,15.680036333756862,1700000000,71.20367985544962,21.51852805782015,on_bus,46.528282,15.680232,2
1206,G1,46.52922167133411,15.679716036027056,1700000000,73.05401827836427,20.778392688654293,on_bus,46.528282,15.680232,2
1207,G1,46.52724342520329,15.680546898831471,1700000000,88.40730884344127,14.63707646262349,on_bus,46.528282,15.680232,2
1208,G1,46.52801788441081,15.68021570277652,1700000000,83.29192768883027,16.68322892446789,on_bus,46.528282,15.680232,2
1209,G1,46.52827657327009,15.680023061653692,1700000000,78.03954937406898,18.784180250372405,on_bus,46.528282,15.680232,2
1300,G1,46.53847980583874,15.654864134928467,1700000000,96.43919938948481,11.424320244206072,on_bus,46.53862,15.655077,3
1301,G1,46.5392368446403,15.655798889994735,1700000000,100.0,10.0,on_bus,46.53862,15.655077,3
1302,G1,46.53863557983714,15.655228467122763,1700000000,88.13037867968373,14.747848528126504,on_bus,46.53862,15.655077,3
1303,G1,46.53864139837672,15.654918697473354,1700000000,89.09561565035514,14.361753739857939,on_bus,46.53862,15.655077,3
1304,G1,46.538747831775325,15.655239592184389,1700000000,87.10409214940594,15.158363140237618,on_bus,46.53862,15.655077,3
1305,G1,46.53818771091805,15.655208068851524,1700000000,96.3413401853604,11.46346392585584,on_bus,46.53862,15.655077,3
1306,G1,46.53881652428329,15.654643074090849,1700000000,73.48007032222854,20.60797187110858,on_bus,46.53862,15.655077,3
1307,G1,46.53860691977798,15.655122109516832,1700000000,91.52887431537387,13.388450273850452,on_bus,46.53862,15.655077,3
1308,G1,46.53880492002299,15.655044358091592,1700000000,71.82042561978271,21.271829752086916,on_bus,46.53862,15.655077,3
1309,G1,46.53849821921304,15.655167393637198,1700000000,60.759664014989085,25.696134394004364,on_bus,46.53862,15.655077,3
1310,G1,46.53869090995934,15.655079681964688,1700000000,84.03070359074326,16.3877185637027,on_bus,46.53862,15.655077,3
3000,G1,46.56143057943306,15.65346353852315,1700000000,58.17015459512168,26.731938161951327,pedestrian,0.0,0.0,-1
3001,G1,46.557058538337074,15.651001024116008,1700000000,70.82040229801943,21.671839080792225,pedestrian,0.0,0.0,-1
3002,G1,46.559055723534264,15.657394243387566,1700000000,41.9156897242478,33.233724110300884,pedestrian,0.0,0.0,-1
3003,G1,46.52724236819564,15.685478494459248,1700000000,89.1683038591,14.332678456359993,pedestrian,0.0,0.0,-1
3004,G1,46.53735624991316,15.655578574956568,1700000000,82.97216222132946,16.811135111468218,pedestrian,0.0,0.0,-1
