user_id,route,lat,lon,timestamp,signal_strength,accuracy_meters,user_type,bus_lat,bus_lon
1100,G1,46.559622,15.656153,1768973750,73.95,20.00,on_bus,46.559548,15.656007
1101,G1,46.559462,15.655997,1768973750,84.34,10.00,on_bus,46.559548,15.656007
1102,G1,46.559591,15.656001,1768973750,61.89,20.00,on_bus,46.559548,15.656007
1103,G1,46.559495,15.656053,1768973750,66.55,20.00,on_bus,46.559548,15.656007
2200,G1,46.540649,15.649658,1768973750,75.36,10.00,waiting_at_station,46.559548,15.656007
2201,G1,46.539859,15.649465,1768973750,82.29,10.00,waiting_at_station,46.559548,15.656007
2202,G1,46.540227,15.649532,1768973750,81.40,10.00,waiting_at_station,46.559548,15.656007
2500,G1,46.530660,15.670102,1768973750,93.35,5.00,waiting_at_station,46.559548,15.656007
2501,G1,46.530826,15.670136,1768973750,82.66,10.00,waiting_at_station,46.559548,15.656007
2502,G1,46.530830,15.670378,1768973750,80.13,10.00,waiting_at_station,46.559548,15.656007
2800,G1,46.558507,15.655537,1768973750,94.63,5.00,waiting_at_station,46.559548,15.656007
1100,G1,46.559506,15.655972,1768973751,94.61,5.00,on_bus,46.559485,15.656002
1101,G1,46.559390,15.656077,1768973751,100.00,5.00,on_bus,46.559485,15.656002
2700,G1,46.554112,15.651681,1768973751,57.53,35.00,waiting_at_station,46.559485,15.656002
2701,G1,46.554243,15.650503,1768973751,79.40,10.00,waiting_at_station,46.559485,15.656002
1100,G1,46.559432,15.656008,1768973752,78.66,10.00,on_bus,46.559423,15.655996
1101,G1,46.559332,15.655619,1768973752,91.88,5.00,on_bus,46.559423,15.655996
1102,G1,46.559423,15.655963,1768973752,99.73,5.00,on_bus,46.559423,15.655996
1103,G1,46.559328,15.655971,1768973752,100.00,5.00,on_bus,46.559423,15.655996
1104,G1,46.559411,15.655994,1768973752,71.22,20.00,on_bus,46.559423,15.655996
2100,G1,46.552712,15.650284,1768973752,72.15,20.00,waiting_at_station,46.559423,15.655996
2101,G1,46.552908,15.649900,1768973752,53.55,35.00,waiting_at_station,46.559423,15.655996
2102,G1,46.552659,15.649925,1768973752,87.70,10.00,waiting_at_station,46.559423,15.655996
2500,G1,46.530769,15.670553,1768973752,72.12,20.00,waiting_at_station,46.559423,15.655996
2501,G1,46.530869,15.670130,1768973752,64.01,20.00,waiting_at_station,46.559423,15.655996
2600,G1,46.539870,15.648006,1768973752,77.68,10.00,waiting_at_station,46.559423,15.655996
2601,G1,46.539748,15.647713,1768973752,78.40,10.00,waiting_at_station,46.559423,15.655996
2700,G1,46.554465,15.650608,1768973752,100.00,5.00,waiting_at_station,46.559423,15.655996
2701,G1,46.554341,15.650484,1768973752,64.48,20.00,waiting_at_station,46.559423,15.655996
2702,G1,46.554304,15.650458,1768973752,76.85,10.00,waiting_at_station,46.559423,15.655996
2800,G1,46.558555,15.655924,1768973752,92.12,5.00,waiting_at_station,46.559423,15.655996
1200,G1,46.559385,15.655959,1768973753,85.45,10.00,on_bus,46.559360,15.655991
1201,G1,46.559366,15.656047,1768973753,92.56,5.00,on_bus,46.559360,15.655991
1202,G1,46.559380,15.655929,1768973753,62.16,20.00,on_bus,46.559360,15.655991
1203,G1,46.559345,15.656324,1768973753,100.00,5.00,on_bus,46.559360,15.655991
1204,G1,46.559347,15.655953,1768973753,67.49,20.00,on_bus,46.559360,15.655991
2800,G1,46.558378,15.656125,1768973753,84.20,10.00,waiting_at_station,46.559360,15.655991
2801,G1,46.558467,15.656341,1768973753,83.63,10.00,waiting_at_station,46.559360,15.655991
2802,G1,46.558683,15.655356,1768973753,78.37,10.00,waiting_at_station,46.559360,15.655991
1200,G1,46.559302,15.655837,1768973754,71.52,20.00,on_bus,46.559269,15.655957
1201,G1,46.559213,15.655954,1768973754,51.45,35.00,on_bus,46.559269,15.655957
1202,G1,46.559247,15.655962,1768973754,100.00,5.00,on_bus,46.559269,15.655957
1203,G1,46.559360,15.656043,1768973754,96.52,5.00,on_bus,46.559269,15.655957
1204,G1,46.559210,15.655812,1768973754,74.93,20.00,on_bus,46.559269,15.655957
1205,G1,46.559270,15.655962,1768973754,90.37,5.00,on_bus,46.559269,15.655957
2000,G1,46.559319,15.655934,1768973754,82.88,10.00,waiting_at_station,46.559269,15.655957
2001,G1,46.559325,15.655746,1768973754,76.70,10.00,waiting_at_station,46.559269,15.655957
2400,G1,46.527317,15.684318,1768973754,67.30,20.00,waiting_at_station,46.559269,15.655957
2401,G1,46.527381,15.684275,1768973754,82.92,10.00,waiting_at_station,46.559269,15.655957
2402,G1,46.527453,15.684382,1768973754,60.54,20.00,waiting_at_station,46.559269,15.655957
2700,G1,46.554458,15.650466,1768973754,95.20,5.00,waiting_at_station,46.559269,15.655957
2701,G1,46.554274,15.650593,1768973754,88.26,10.00,waiting_at_station,46.559269,15.655957
1200,G1,46.559097,15.655771,1768973755,86.80,10.00,on_bus,46.559179,15.655923
1201,G1,46.559113,15.655660,1768973755,62.62,20.00,on_bus,46.559179,15.655923
1202,G1,46.559174,15.655947,1768973755,86.42,10.00,on_bus,46.559179,15.655923
1203,G1,46.559151,15.655926,1768973755,100.00,5.00,on_bus,46.559179,15.655923
1204,G1,46.559244,15.655976,1768973755,96.95,5.00,on_bus,46.559179,15.655923
2200,G1,46.540171,15.649305,1768973755,100.00,5.00,waiting_at_station,46.559179,15.655923
2201,G1,46.540167,15.649712,1768973755,63.76,20.00,waiting_at_station,46.559179,15.655923
2400,G1,46.527518,15.684116,1768973755,85.90,10.00,waiting_at_station,46.559179,15.655923
2401,G1,46.527561,15.684193,1768973755,89.69,10.00,waiting_at_station,46.559179,15.655923
1200,G1,46.559111,15.655866,1768973756,100.00,5.00,on_bus,46.559088,15.655889
1201,G1,46.559289,15.655874,1768973756,82.40,10.00,on_bus,46.559088,15.655889
1202,G1,46.559052,15.655989,1768973756,84.83,10.00,on_bus,46.559088,15.655889
1203,G1,46.558999,15.655590,1768973756,100.00,5.00,on_bus,46.559088,15.655889
2200,G1,46.540032,15.649669,1768973756,84.90,10.00,waiting_at_station,46.559088,15.655889
2201,G1,46.540093,15.649739,1768973756,73.98,20.00,waiting_at_station,46.559088,15.655889
2202,G1,46.539980,15.650008,1768973756,68.48,20.00,waiting_at_station,46.559088,15.655889
2700,G1,46.554056,15.650344,1768973756,90.42,5.00,waiting_at_station,46.559088,15.655889
2701,G1,46.554280,15.651024,1768973756,80.95,10.00,waiting_at_station,46.559088,15.655889
2702,G1,46.554307,15.650522,1768973756,53.67,35.00,waiting_at_station,46.559088,15.655889
2800,G1,46.558397,15.655830,1768973756,85.96,10.00,waiting_at_station,46.559088,15.655889
1300,G1,46.558961,15.655803,1768973757,74.01,20.00,on_bus,46.558997,15.655855
