user_id,route,lat,lon,timestamp,signal_strength,accuracy_meters,user_type,bus_lat,bus_lon
1100,G1,46.559548,15.656067,1768973065,96.84,5.00,on_bus,46.559548,15.656007
1101,G1,46.559510,15.656067,1768973065,80.45,10.00,on_bus,46.559548,15.656007
2000,G1,46.560070,15.655736,1768973065,79.24,10.00,waiting_at_station,46.559548,15.656007
2001,G1,46.559683,15.655767,1768973065,61.00,20.00,waiting_at_station,46.559548,15.656007
2002,G1,46.559726,15.656273,1768973065,75.44,10.00,waiting_at_station,46.559548,15.656007
2200,G1,46.540407,15.649539,1768973065,82.48,10.00,waiting_at_station,46.559548,15.656007
2300,G1,46.532654,15.666895,1768973065,84.20,10.00,waiting_at_station,46.559548,15.656007
2301,G1,46.532544,15.667018,1768973065,90.18,5.00,waiting_at_station,46.559548,15.656007
2600,G1,46.540061,15.647785,1768973065,70.87,20.00,waiting_at_station,46.559548,15.656007
2700,G1,46.554515,15.650295,1768973065,44.71,50.00,waiting_at_station,46.559548,15.656007
1100,G1,46.559483,15.655986,1768973065,74.97,20.00,on_bus,46.559501,15.656003
1101,G1,46.559442,15.655967,1768973065,68.29,20.00,on_bus,46.559501,15.656003
1102,G1,46.559495,15.655994,1768973065,84.90,10.00,on_bus,46.559501,15.656003
1103,G1,46.559627,15.655886,1768973065,100.00,5.00,on_bus,46.559501,15.656003
2200,G1,46.539902,15.649912,1768973065,71.26,20.00,waiting_at_station,46.559501,15.656003
2201,G1,46.539990,15.649948,1768973065,67.74,20.00,waiting_at_station,46.559501,15.656003
2202,G1,46.540118,15.649737,1768973065,97.00,5.00,waiting_at_station,46.559501,15.656003
2300,G1,46.532479,15.666897,1768973065,49.66,35.00,waiting_at_station,46.559501,15.656003
1100,G1,46.559340,15.656232,1768973065,100.00,5.00,on_bus,46.559454,15.655999
1101,G1,46.559410,15.656170,1768973065,91.38,5.00,on_bus,46.559454,15.655999
1102,G1,46.559445,15.656026,1768973065,88.40,10.00,on_bus,46.559454,15.655999
1103,G1,46.559431,15.655974,1768973065,71.28,20.00,on_bus,46.559454,15.655999
1104,G1,46.559443,15.655980,1768973065,63.05,20.00,on_bus,46.559454,15.655999
1105,G1,46.559579,15.655912,1768973065,72.96,20.00,on_bus,46.559454,15.655999
2200,G1,46.540382,15.650049,1768973065,81.00,10.00,waiting_at_station,46.559454,15.655999
2300,G1,46.532609,15.666548,1768973065,87.64,10.00,waiting_at_station,46.559454,15.655999
2301,G1,46.532662,15.667443,1768973065,78.89,10.00,waiting_at_station,46.559454,15.655999
2302,G1,46.532623,15.666849,1768973065,20.00,50.00,waiting_at_station,46.559454,15.655999
2600,G1,46.539442,15.648293,1768973065,78.18,10.00,waiting_at_station,46.559454,15.655999
2601,G1,46.539797,15.648159,1768973065,83.01,10.00,waiting_at_station,46.559454,15.655999
2700,G1,46.554325,15.651055,1768973065,71.03,20.00,waiting_at_station,46.559454,15.655999
1100,G1,46.559416,15.656103,1768973066,68.31,20.00,on_bus,46.559407,15.655995
1101,G1,46.559389,15.655979,1768973066,93.12,5.00,on_bus,46.559407,15.655995
2500,G1,46.530869,15.670148,1768973066,54.87,35.00,waiting_at_station,46.559407,15.655995
2501,G1,46.530700,15.669810,1768973066,40.51,50.00,waiting_at_station,46.559407,15.655995
2700,G1,46.554331,15.650668,1768973066,100.00,5.00,waiting_at_station,46.559407,15.655995
1200,G1,46.559384,15.655974,1768973066,72.45,20.00,on_bus,46.559360,15.655991
1201,G1,46.559395,15.655986,1768973066,63.92,20.00,on_bus,46.559360,15.655991
1202,G1,46.559314,15.656021,1768973066,86.76,10.00,on_bus,46.559360,15.655991
2400,G1,46.527369,15.684369,1768973066,74.88,20.00,waiting_at_station,46.559360,15.655991
2401,G1,46.527480,15.684439,1768973066,86.22,10.00,waiting_at_station,46.559360,15.655991
2402,G1,46.527499,15.684954,1768973066,69.69,20.00,waiting_at_station,46.559360,15.655991
2600,G1,46.539863,15.647830,1768973066,83.15,10.00,waiting_at_station,46.559360,15.655991
2700,G1,46.554468,15.650905,1768973066,58.27,35.00,waiting_at_station,46.559360,15.655991
2701,G1,46.554278,15.650506,1768973066,77.85,10.00,waiting_at_station,46.559360,15.655991
1200,G1,46.559192,15.655836,1768973068,92.04,5.00,on_bus,46.559239,15.655946
1201,G1,46.559463,15.656015,1768973068,79.70,10.00,on_bus,46.559239,15.655946
2000,G1,46.559540,15.655934,1768973068,100.00,5.00,waiting_at_station,46.559239,15.655946
2100,G1,46.552507,15.650183,1768973068,51.06,35.00,waiting_at_station,46.559239,15.655946
2101,G1,46.552665,15.650238,1768973068,84.72,10.00,waiting_at_station,46.559239,15.655946
2200,G1,46.540108,15.649588,1768973068,87.90,10.00,waiting_at_station,46.559239,15.655946
2201,G1,46.539857,15.649457,1768973068,90.85,5.00,waiting_at_station,46.559239,15.655946
2500,G1,46.531158,15.670716,1768973068,67.61,20.00,waiting_at_station,46.559239,15.655946
2501,G1,46.531022,15.669570,1768973068,59.22,35.00,waiting_at_station,46.559239,15.655946
2800,G1,46.558696,15.655561,1768973068,65.01,20.00,waiting_at_station,46.559239,15.655946
2801,G1,46.558886,15.655908,1768973068,69.73,20.00,waiting_at_station,46.559239,15.655946
1200,G1,46.559131,15.655836,1768973069,84.30,10.00,on_bus,46.559118,15.655900
1201,G1,46.558942,15.655903,1768973069,93.01,5.00,on_bus,46.559118,15.655900
2300,G1,46.532593,15.667054,1768973069,84.65,10.00,waiting_at_station,46.559118,15.655900
2301,G1,46.532728,15.666704,1768973069,83.12,10.00,waiting_at_station,46.559118,15.655900
2302,G1,46.532631,15.667246,1768973069,58.82,35.00,waiting_at_station,46.559118,15.655900
2700,G1,46.554316,15.650374,1768973069,73.27,20.00,waiting_at_station,46.559118,15.655900
2701,G1,46.554214,15.650237,1768973069,74.50,20.00,waiting_at_station,46.559118,15.655900
2800,G1,46.558734,15.655778,1768973069,59.24,35.00,waiting_at_station,46.559118,15.655900
2801,G1,46.558832,15.655531,1768973069,86.09,10.00,waiting_at_station,46.559118,15.655900
1300,G1,46.558899,15.656015,1768973069,100.00,5.00,on_bus,46.558997,15.655855
1301,G1,46.559045,15.655825,1768973069,83.02,10.00,on_bus,46.558997,15.655855
1302,G1,46.559030,15.655860,1768973069,68.14,20.00,on_bus,46.558997,15.655855
2000,G1,46.559555,15.655966,1768973069,42.29,50.00,waiting_at_station,46.558997,15.655855
2001,G1,46.559683,15.656367,1768973069,91.34,5.00,waiting_at_station,46.558997,15.655855
2002,G1,46.559666,15.655830,1768973069,100.00,5.00,waiting_at_station,46.558997,15.655855
2100,G1,46.552696,15.650980,1768973069,58.18,35.00,waiting_at_station,46.558997,15.655855
2300,G1,46.532507,15.666778,1768973069,87.00,10.00,waiting_at_station,46.558997,15.655855
2800,G1,46.558447,15.655940,1768973069,85.87,10.00,waiting_at_station,46.558997,15.655855
2801,G1,46.558406,15.655711,1768973069,65.14,20.00,waiting_at_station,46.558997,15.655855
2802,G1,46.558261,15.656068,1768973069,91.74,5.00,waiting_at_station,46.558997,15.655855
1300,G1,46.558852,15.655816,1768973069,50.23,35.00,on_bus,46.558937,15.655834
1301,G1,46.558925,15.655813,1768973069,60.74,20.00,on_bus,46.558937,15.655834
1302,G1,46.558937,15.655749,1768973069,87.53,10.00,on_bus,46.558937,15.655834
1303,G1,46.558943,15.655918,1768973069,83.37,10.00,on_bus,46.558937,15.655834
1304,G1,46.558917,15.655840,1768973069,91.65,5.00,on_bus,46.558937,15.655834
1305,G1,46.558967,15.655828,1768973069,88.56,10.00,on_bus,46.558937,15.655834
2200,G1,46.540379,15.649590,1768973069,77.17,10.00,waiting_at_station,46.558937,15.655834
2201,G1,46.540184,15.650071,1768973069,58.25,35.00,waiting_at_station,46.558937,15.655834
2300,G1,46.532509,15.666365,1768973069,51.45,35.00,waiting_at_station,46.558937,15.655834
2600,G1,46.539891,15.648098,1768973069,65.79,20.00,waiting_at_station,46.558937,15.655834
1300,G1,46.558936,15.655759,1768973070,76.28,10.00,on_bus,46.558878,15.655812
1301,G1,46.558849,15.656132,1768973070,61.26,20.00,on_bus,46.558878,15.655812
1302,G1,46.558905,15.655817,1768973070,60.42,20.00,on_bus,46.558878,15.655812
2000,G1,46.559531,15.656239,1768973070,87.38,10.00,waiting_at_station,46.558878,15.655812
2100,G1,46.552287,15.649520,1768973070,74.25,20.00,waiting_at_station,46.558878,15.655812
2101,G1,46.552948,15.649338,1768973070,93.17,5.00,waiting_at_station,46.558878,15.655812
2102,G1,46.553098,15.649972,1768973070,49.88,35.00,waiting_at_station,46.558878,15.655812
2200,G1,46.540011,15.649985,1768973070,76.88,10.00,waiting_at_station,46.558878,15.655812
2201,G1,46.539916,15.649499,1768973070,50.93,35.00,waiting_at_station,46.558878,15.655812
2202,G1,46.540194,15.649854,1768973070,77.21,10.00,waiting_at_station,46.558878,15.655812
1300,G1,46.558724,15.655722,1768973071,77.30,10.00,on_bus,46.558818,15.655791
1301,G1,46.558757,15.655749,1768973071,100.00,5.00,on_bus,46.558818,15.655791
1302,G1,46.558724,15.655724,1768973071,50.65,35.00,on_bus,46.558818,15.655791
2200,G1,46.540280,15.649781,1768973071,71.51,20.00,waiting_at_station,46.558818,15.655791
2400,G1,46.527232,15.684173,1768973071,73.43,20.00,waiting_at_station,46.558818,15.655791
2401,G1,46.527442,15.684413,1768973071,62.92,20.00,waiting_at_station,46.558818,15.655791
1300,G1,46.558618,15.655890,1768973072,81.22,10.00,on_bus,46.558759,15.655769
1301,G1,46.558889,15.655698,1768973072,80.20,10.00,on_bus,46.558759,15.655769
1302,G1,46.558767,15.655515,1768973072,95.92,5.00,on_bus,46.558759,15.655769
1400,G1,46.558630,15.655714,1768973071,98.67,5.00,on_bus,46.558699,15.655748
1401,G1,46.558701,15.655762,1768973071,46.70,35.00,on_bus,46.558699,15.655748
1402,G1,46.558702,15.655655,1768973071,69.13,20.00,on_bus,46.558699,15.655748
1403,G1,46.558684,15.655742,1768973071,73.86,20.00,on_bus,46.558699,15.655748
1404,G1,46.558753,15.655941,1768973071,70.05,20.00,on_bus,46.558699,15.655748
2100,G1,46.552686,15.650654,1768973071,93.96,5.00,waiting_at_station,46.558699,15.655748
2300,G1,46.532528,15.667087,1768973071,83.38,10.00,waiting_at_station,46.558699,15.655748
2301,G1,46.532377,15.667041,1768973071,73.93,20.00,waiting_at_station,46.558699,15.655748
2600,G1,46.540342,15.647875,1768973071,97.91,5.00,waiting_at_station,46.558699,15.655748
2601,G1,46.540330,15.648242,1768973071,89.55,10.00,waiting_at_station,46.558699,15.655748
2602,G1,46.539859,15.647903,1768973071,93.55,5.00,waiting_at_station,46.558699,15.655748
1400,G1,46.558580,15.655775,1768973071,76.30,10.00,on_bus,46.558648,15.655727
1401,G1,46.558522,15.655786,1768973071,82.60,10.00,on_bus,46.558648,15.655727
2000,G1,46.559382,15.656085,1768973071,84.55,10.00,waiting_at_station,46.558648,15.655727
2100,G1,46.552605,15.650187,1768973071,53.05,35.00,waiting_at_station,46.558648,15.655727
2101,G1,46.552727,15.650666,1768973071,73.19,20.00,waiting_at_station,46.558648,15.655727
2500,G1,46.530635,15.669614,1768973071,65.19,20.00,waiting_at_station,46.558648,15.655727
2501,G1,46.530798,15.669211,1768973071,63.99,20.00,waiting_at_station,46.558648,15.655727
1400,G1,46.558542,15.655641,1768973072,99.40,5.00,on_bus,46.558597,15.655707
1401,G1,46.558683,15.655818,1768973072,94.27,5.00,on_bus,46.558597,15.655707
1402,G1,46.558567,15.655682,1768973072,98.93,5.00,on_bus,46.558597,15.655707
1403,G1,46.558437,15.655481,1768973072,100.00,5.00,on_bus,46.558597,15.655707
2000,G1,46.559419,15.655997,1768973072,94.78,5.00,waiting_at_station,46.558597,15.655707
2001,G1,46.559285,15.656273,1768973072,81.84,10.00,waiting_at_station,46.558597,15.655707
2002,G1,46.559827,15.656204,1768973072,84.68,10.00,waiting_at_station,46.558597,15.655707
2100,G1,46.552716,15.650145,1768973072,91.86,5.00,waiting_at_station,46.558597,15.655707
2300,G1,46.532561,15.667187,1768973072,66.57,20.00,waiting_at_station,46.558597,15.655707
2301,G1,46.532508,15.667004,1768973072,76.94,10.00,waiting_at_station,46.558597,15.655707
2302,G1,46.532275,15.666828,1768973072,41.06,50.00,waiting_at_station,46.558597,15.655707
2400,G1,46.527563,15.684079,1768973072,82.19,10.00,waiting_at_station,46.558597,15.655707
2401,G1,46.527474,15.684047,1768973072,80.33,10.00,waiting_at_station,46.558597,15.655707
2402,G1,46.527480,15.684159,1768973072,77.99,10.00,waiting_at_station,46.558597,15.655707
2600,G1,46.539895,15.647909,1768973072,84.62,10.00,waiting_at_station,46.558597,15.655707
2700,G1,46.554384,15.650264,1768973072,53.72,35.00,waiting_at_station,46.558597,15.655707
2701,G1,46.554283,15.650880,1768973072,74.67,20.00,waiting_at_station,46.558597,15.655707
2702,G1,46.554289,15.651084,1768973072,77.19,10.00,waiting_at_station,46.558597,15.655707
1400,G1,46.558544,15.655898,1768973073,87.21,10.00,on_bus,46.558546,15.655686
1401,G1,46.558496,15.655783,1768973073,86.89,10.00,on_bus,46.558546,15.655686
1402,G1,46.558590,15.655674,1768973073,100.00,5.00,on_bus,46.558546,15.655686
1403,G1,46.558489,15.655739,1768973073,65.49,20.00,on_bus,46.558546,15.655686
1404,G1,46.558623,15.655815,1768973073,90.47,5.00,on_bus,46.558546,15.655686
1400,G1,46.558608,15.655610,1768973074,90.17,5.00,on_bus,46.558495,15.655666
1401,G1,46.558436,15.655695,1768973074,74.14,20.00,on_bus,46.558495,15.655666
1402,G1,46.558489,15.655507,1768973074,96.30,5.00,on_bus,46.558495,15.655666
1403,G1,46.558389,15.655715,1768973074,93.23,5.00,on_bus,46.558495,15.655666
2000,G1,46.559596,15.655962,1768973074,45.29,35.00,waiting_at_station,46.558495,15.655666
