user_id,route,lat,lon,timestamp,signal_strength,accuracy_meters,user_type,bus_lat,bus_lon,bus_id
1000,G1,46.55954594495541,15.656606741707801,1700000000,69.66569850503366,22.133720597986535,on_bus,46.55936,15.655991,0
1001,G1,46.55951879898347,15.656091662044966,1700000000,74.44726932684274,20.2210922692629,on_bus,46.55936,15.655991,0
1002,G1,46.5596164617109,15.65603668348918,1700000000,91.93578220221022,13.22568711911591,on_bus,46.55936,15.655991,0
1003,G1,46.55905579463315,15.65628438635303,1700000000,60.7337613325046,25.70649546699816,on_bus,46.55936,15.655991,0
1004,G1,46.5588686088337,15.655521077525238,1700000000,60.01651173329184,25.99339530668326,on_bus,46.55936,15.655991,0
1005,G1,46.559502834522696,15.656257972707555,1700000000,90.34209662567562,13.86316134972975,on_bus,46.55936,15.655991,0
1006,G1,46.55944486935644,15.65584305285365,1700000000,41.789593152005956,33.28416273919761,on_bus,46.55936,15.655991,0
1007,G1,46.559506098478444,15.656373552320428,1700000000,100.0,10.0,on_bus,46.55936,15.655991,0
1008,G1,46.55975406048164,15.656369028500343,1700000000,80.296226948914,17.881509220434403,on_bus,46.55936,15.655991,0
1009,G1,46.5591192043207,15.655476882084303,1700000000,45.33837924742042,31.86464830103183,on_bus,46.55936,15.655991,0
1100,G1,46.52791399174246,15.67298977889995,1700000000,92.86830702883366,12.852677188466537,on_bus,46.527924,15.673418,1
1101,G1,46.528194853460754,15.672880139875927,1700000000,71.0762290316246,21.569508387350155,on_bus,46.527924,15.673418,1
1102,G1,46.52807395814037,15.673120073827675,1700000000,84.27901457471992,16.288394170112028,on_bus,46.527924,15.673418,1
1103,G1,46.52818390757044,15.673517520784387,1700000000,73.13951226556559,20.744195093773765,on_bus,46.527924,15.673418,1
1104,G1,46.52771965006342,15.673920180831754,1700000000,56.00534488041207,27.59786204783517,on_bus,46.527924,15.673418,1
1105,G1,46.52772768728806,15.673107705849322,1700000000,90.08228490069119,13.967086039723519,on_bus,46.527924,15.673418,1
1106,G1,46.52817009968109,15.673054866636189,1700000000,58.5465626722921,26.58137493108316,on_bus,46.527924,15.673418,1
1107,G1,46.52777882819418,15.674160860644879,1700000000,50.286442263539136,29.885423094584343,on_bus,46.527924,15.673418,1
1108,G1,46.527625200672276,15.673465022325308,1700000000,55.950764530144326,27.61969418794227,on_bus,46.527924,15.673418,1
1109,G1,46.527775186270006,15.673369734048096,1700000000,78.13325416446605,18.746698334213576,on_bus,46.527924,15.673418,1
1110,G1,46.527987205098,15.672439989414228,1700000000,61.520393403548006,25.391842638580798,on_bus,46.527924,15.673418,1
1200,G1,46.54747904044366,15.648800443874292,1700000000,56.83860046745992,27.26455981301603,on_bus,46.5477829,15.6487837,2
1201,G1,46.548138854559106,15.64869277151491,1700000000,72.49028645650175,21.0038854173993,on_bus,46.5477829,15.6487837,2
1202,G1,46.547515855896094,15.648724954196044,1700000000,66.0723104128006,23.571075834879757,on_bus,46.5477829,15.6487837,2
1203,G1,46.54824870008026,15.648349576666408,1700000000,86.91168116664626,15.235327533341497,on_bus,46.5477829,15.6487837,2
1204,G1,46.547813488464634,15.649080712819199,1700000000,100.0,10.0,on_bus,46.5477829,15.6487837,2
1205,G1,46.547433599696056,15.649422231108131,1700000000,64.90578869664225,24.0376845213431,on_bus,46.5477829,15.6487837,2
1206,G1,46.54763971924382,15.648474026617293,1700000000,81.55856121322495,17.37657551471002,on_bus,46.5477829,15.6487837,2
1207,G1,46.54771682801688,15.648631714250607,1700000000,71.01433130813791,21.594267476744832,on_bus,46.5477829,15.6487837,2
1208,G1,46.54757462094933,15.64925680250937,1700000000,62.5956587833894,24.961736486644238,on_bus,46.5477829,15.6487837,2
1209,G1,46.54790084569885,15.648384043872223,1700000000,76.50759239949804,19.396963040200784,on_bus,46.5477829,15.6487837,2
1210,G1,46.54787069345309,15.6485353144822,1700000000,73.26689680674473,20.693241277302107,on_bus,46.5477829,15.6487837,2
1211,G1,46.547960431954316,15.648446699659468,1700000000,55.79395701077753,27.682417195688984,on_bus,46.5477829,15.6487837,2
1212,G1,46.547575391362116,15.648376130178795,1700000000,81.47795893221914,17.408816427112342,on_bus,46.5477829,15.6487837,2
1213,G1,46.548016594481496,15.648976504750431,1700000000,62.62331742605877,24.950673029576492,on_bus,46.5477829,15.6487837,2
3000,G1,46.540612826700745,15.650660595534761,1700000000,46.264471798152314,31.494211280739073,pedestrian,0.0,0.0,-1
3001,G1,46.54821461692172,15.649203367115087,1700000000,40.82971124327926,33.668115502688295,pedestrian,0.0,0.0,-1
4000,G1,46.53962517675543,15.646356866005288,1700000000,72.39597675116192,21.041609299535228,nearby,0.0,0.0,-1
4001,G1,46.554435615703724,15.653220968841781,1700000000,69.48444478229857,22.206222087080572,nearby,0.0,0.0,-1
4002,G1,46.55756612552142,15.65148802985661,1700000000,35.21423608138342,35.91430556744663,nearby,0.0,0.0,-1
4003,G1,46.552660537598435,15.650331898823932,1700000000,70.66739467766357,21.73304212893457,nearby,0.0,0.0,-1
2400,G1,46.528355730288425,15.677445350158521,1700000000,71.55074258858095,21.37970296456762,waiting_at_station,0.0,0.0,-1
2401,G1,46.52820851632521,15.677052945885256,1700000000,70.36080579294769,21.855677682820925,waiting_at_station,0.0,0.0,-1
2402,G1,46.52834055049423,15.67711217001124,1700000000,66.33445239374662,23.46621904250135,waiting_at_station,0.0,0.0,-1
2403,G1,46.52837942774867,15.677107734235225,1700000000,65.57537410261826,23.769850358952695,waiting_at_station,0.0,0.0,-1
2404,G1,46.52841492580887,15.677334122201664,1700000000,38.42690857883673,34.62923656846531,waiting_at_station,0.0,0.0,-1
2405,G1,46.52837978261697,15.677150691672068,1700000000,58.511784043985,26.595286382405998,waiting_at_station,0.0,0.0,-1
1000,G1,46.55902814692676,15.655794825000237,1700000010,58.86641208418929,26.453435166324283,on_bus,46.558699,15.655748,0
1001,G1,46.55855939168936,15.656280714679866,1700000010,77.13685072427081,19.145259710291672,on_bus,46.558699,15.655748,0
1002,G1,46.55922932972156,15.655540236053518,1700000010,50.05657755058495,29.97736897976602,on_bus,46.558699,15.655748,0
1003,G1,46.559304917694526,15.655164477361245,1700000010,78.17087343944252,18.731650624222993,on_bus,46.558699,15.655748,0
1004,G1,46.55895146011282,15.655838314847712,1700000010,91.92496875749896,13.230012497000416,on_bus,46.558699,15.655748,0
1005,G1,46.55896372382307,15.656115713371102,1700000010,84.56062668657691,16.17574932536923,on_bus,46.558699,15.655748,0
1006,G1,46.55827220403609,15.654846763916941,1700000010,83.6100494003455,16.555980239861796,on_bus,46.558699,15.655748,0
1007,G1,46.55827165108611,15.655700232655557,1700000010,79.3785958133746,18.24856167465016,on_bus,46.558699,15.655748,0
1008,G1,46.558080694671006,15.655938243403163,1700000010,74.31247704447834,20.275009182208663,on_bus,46.558699,15.655748,0
1009,G1,46.558992560119655,15.655362008290503,1700000010,86.61446247530648,15.354215009877407,on_bus,46.558699,15.655748,0
1010,G1,46.55872041634921,15.656308543892683,1700000010,63.00145748244267,24.79941700702293,on_bus,46.558699,15.655748,0
